date,meantemp,humidity
05-06-2017,37.16666667,36.5
06-06-2017,31.28571429,61.71428571
07-06-2017,34,49.25
08-06-2017,34.2,57.4
09-06-2017,36.16666667,40
10-06-2017,36.625,42.75
11-06-2017,30.16666667,61.66666667
12-06-2017,34.14285714,54.14285714
13-06-2017,29.83333333,68.66666667
14-06-2017,30.14285714,68.14285714
15-06-2017,30.71428571,65
16-06-2017,27,88.85714286
17-06-2017,26.875,87.375
18-06-2017,28.4,83.6
19-06-2017,29.85714286,72.85714286
20-06-2017,33,52.71428571
21-06-2017,34.83333333,47.33333333
22-06-2017,35.6,39.4
23-06-2017,35.16666667,53
24-06-2017,33.14285714,55
25-06-2017,30.57142857,70.42857143
26-06-2017,30.66666667,71.5
27-06-2017,31.42857143,61.85714286
28-06-2017,31.5,64.25
29-06-2017,33.25,57
30-06-2017,32.83333333,52.16666667
01-07-2017,33.85714286,54
02-07-2017,33.14285714,58.28571429
03-07-2017,31.57142857,70
04-07-2017,32.375,67.5
05-07-2017,32.8,62.2
06-07-2017,31,73.14285714
07-07-2017,31.16666667,77.33333333
08-07-2017,29.83333333,75.16666667
09-07-2017,29,78.83333333
10-07-2017,29.75,75.375
11-07-2017,32.5,65.5
12-07-2017,28.875,86.625
13-07-2017,31.75,70.25
14-07-2017,30.75,71.625
15-07-2017,31.75,73.25
16-07-2017,29.875,83.875
17-07-2017,31.125,78.375
18-07-2017,31.75,76
19-07-2017,30.5,73.5
20-07-2017,26.83333333,90.66666667
21-07-2017,28.2,88
22-07-2017,29.5,80.33333333
23-07-2017,31.85714286,70.71428571
24-07-2017,29.71428571,84.14285714
25-07-2017,28.33333333,84.5
26-07-2017,30,73.85714286
27-07-2017,30.14285714,79
28-07-2017,32.28571429,67.42857143
29-07-2017,31,77.42857143
30-07-2017,30.5,75.66666667
31-07-2017,28.83333333,78.5
01-08-2017,30,73.5
02-08-2017,31.57142857,66.42857143
03-08-2017,32.5,62.33333333
04-08-2017,32.5,62.5
05-08-2017,29.5,77
06-08-2017,27.16666667,90.66666667
07-08-2017,28.375,85.25
08-08-2017,28.5,84
09-08-2017,27.16666667,87.5
10-08-2017,29.42857143,79.85714286
11-08-2017,30,76.83333333
12-08-2017,29.5,81.5
13-08-2017,30.75,72
14-08-2017,29.66666667,74.33333333
15-08-2017,27.71428571,85
16-08-2017,26.6,92
17-08-2017,27.42857143,91
18-08-2017,28.33333333,83.83333333
19-08-2017,28.16666667,84.66666667
20-08-2017,27.375,88.5
21-08-2017,28.33333333,81.16666667
22-08-2017,29.16666667,74.83333333
23-08-2017,31.28571429,73.14285714
24-08-2017,32,71.25
25-08-2017,29,90.75
26-08-2017,32,69.875
27-08-2017,32.14285714,57.28571429
28-08-2017,30.14285714,60.71428571
29-08-2017,31.5,57
30-08-2017,29.16666667,73
31-08-2017,29,71.75
01-09-2017,30,65.2
02-09-2017,31.85714286,50.85714286
03-09-2017,32.75,45.5
04-09-2017,31.71428571,48
05-09-2017,31.66666667,46
06-09-2017,30.57142857,55.71428571
07-09-2017,30.83333333,51.83333333
08-09-2017,28,71.75
09-09-2017,31,57.5
10-09-2017,29.66666667,66.33333333
11-09-2017,30.85714286,61.14285714
12-09-2017,31.16666667,60.33333333
13-09-2017,31.14285714,67.14285714
14-09-2017,30.5,67
15-09-2017,31.625,56.375
16-09-2017,29.66666667,60
17-09-2017,29.25,56.5
18-09-2017,29.14285714,58.57142857
19-09-2017,29.8,61.6
20-09-2017,28.66666667,70
21-09-2017,25.2,89
22-09-2017,28.33333333,79.66666667
23-09-2017,30.28571429,68
24-09-2017,30.75,65.75
25-09-2017,28.57142857,75
26-09-2017,28.2,78.8
27-09-2017,29,71.25
28-09-2017,30,67.33333333
29-09-2017,28.14285714,79.85714286
30-09-2017,26.85714286,84.57142857
01-10-2017,28.28571429,68.71428571
02-10-2017,29.2,61.4
03-10-2017,28.6,59
04-10-2017,24.83333333,84.33333333
05-10-2017,28.5,69
06-10-2017,29.75,66.5
07-10-2017,29.71428571,66.57142857
08-10-2017,29.2,69.4
09-10-2017,30.83333333,65.5
10-10-2017,29.42857143,66.28571429
11-10-2017,23.85714286,89.85714286
12-10-2017,26.14285714,82.57142857
13-10-2017,27.16666667,84.33333333
14-10-2017,27.71428571,74.85714286
15-10-2017,25.85714286,76.42857143
16-10-2017,26.42857143,75
17-10-2017,26.85714286,76.71428571
18-10-2017,26.33333333,73.16666667
19-10-2017,24.57142857,69.57142857
20-10-2017,24.33333333,67.83333333
21-10-2017,24.875,63.625
22-10-2017,27.8,53.6
23-10-2017,25,67.5
24-10-2017,23.85714286,73.14285714
25-10-2017,22.8,75.8
26-10-2017,23,78.2
27-10-2017,22.875,66.875
28-10-2017,22.66666667,63.16666667
29-10-2017,23,62.71428571
30-10-2017,22.85714286,67.42857143
31-10-2017,23.66666667,58.83333333
01-11-2017,23.42857143,69.14285714
02-11-2017,21.625,65
03-11-2017,20.625,57.875
04-11-2017,21.16666667,54.16666667
05-11-2017,18.83333333,74.33333333
06-11-2017,20.57142857,66.71428571
07-11-2017,20.14285714,73.14285714
08-11-2017,18,82.2
09-11-2017,19.85714286,73.57142857
10-11-2017,16.83333333,72
11-11-2017,18.85714286,61.85714286
12-11-2017,16.57142857,71.71428571
13-11-2017,17.75,65
14-11-2017,17.625,63.375
15-11-2017,17,67
16-11-2017,16.625,69.625
17-11-2017,15.57142857,67.42857143
18-11-2017,18.5,55.125
19-11-2017,17.875,63.5
20-11-2017,18.25,58.875
21-11-2017,17.875,66.25
22-11-2017,17.625,74.875
23-11-2017,18.14285714,77.85714286
24-11-2017,19.125,58.875
25-11-2017,21.25,49.875
26-11-2017,21.25,51.375
27-11-2017,19.125,68.5
28-11-2017,18.625,71.875
29-11-2017,17.75,66.625
30-11-2017,17.875,69.625
01-12-2017,18,65
02-12-2017,17.25,73.25
03-12-2017,17.5,73.5
04-12-2017,17.14285714,71.85714286
05-12-2017,17.14285714,69
06-12-2017,16.125,72.375
07-12-2017,16,80.5
08-12-2017,16.5,83.625
09-12-2017,16.125,79.25
10-12-2017,15.5,81.75
11-12-2017,16.625,71.875
12-12-2017,17.75,62.375
13-12-2017,17.14285714,67.71428571
14-12-2017,16.14285714,79
15-12-2017,15.5,86.25
16-12-2017,15.25,89.5
17-12-2017,14.75,92.875
18-12-2017,14.875,93
19-12-2017,16.125,89.125
20-12-2017,15.375,91.375
21-12-2017,14.75,94
22-12-2017,15.25,94
23-12-2017,14.25,88.25
24-12-2017,13.5,84.75
25-12-2017,13.66666667,63.16666667
26-12-2017,12.125,67.625
27-12-2017,11.875,79.875
28-12-2017,10.875,70
29-12-2017,10.57142857,69.42857143
30-12-2017,12.375,79.5
31-12-2017,14.5,89.375
01-01-2018,13.375,89.625
02-01-2018,11,78.375
03-01-2018,12.5,74.875
04-01-2018,12.875,88.125
05-01-2018,12.375,89
06-01-2018,11.42857143,86.28571429
07-01-2018,12.14285714,72.28571429
08-01-2018,11.875,76.875
09-01-2018,12.83333333,83
10-01-2018,12.375,85.375
11-01-2018,12.125,82.625
12-01-2018,12.875,80.875
13-01-2018,14,72.375
14-01-2018,14.875,76.75
15-01-2018,12,93.5
16-01-2018,12.28571429,90.57142857
17-01-2018,12,95.75
18-01-2018,12.5,94.25
19-01-2018,14.5,84.5
20-01-2018,14.625,83.5
21-01-2018,13.57142857,96.85714286
22-01-2018,15.25,96.125
23-01-2018,15.625,90.125
24-01-2018,13.875,88.875
25-01-2018,11.75,95.625
26-01-2018,14.375,85.75
27-01-2018,16.625,72.375
28-01-2018,16.625,69.875
29-01-2018,14.875,81.875
30-01-2018,14.5,83.25
31-01-2018,14.75,82.5
01-02-2018,14,79.375
02-02-2018,15.25,76.125
03-02-2018,18.42857143,63.85714286
04-02-2018,18.85714286,65.42857143
05-02-2018,17,72.75
06-02-2018,18.5,65.375
07-02-2018,19.625,67.25
08-02-2018,13.625,85.375
09-02-2018,12.875,63.375
10-02-2018,12.625,61.75
11-02-2018,13.375,64.625
12-02-2018,13.25,67
13-02-2018,15.25,64.5
14-02-2018,13,95.5
15-02-2018,12.375,89.5
16-02-2018,13.5,79
17-02-2018,15.125,66.125
18-02-2018,15.25,60.125
19-02-2018,15.125,75.375
20-02-2018,16.125,78.625
21-02-2018,17.125,72.25
22-02-2018,16.625,85.625
23-02-2018,16.5,80
24-02-2018,16.375,69.375
25-02-2018,18.125,69
26-02-2018,18.75,71.125
27-02-2018,18.625,76.625
28-02-2018,15.625,88.375
01-03-2018,16.14285714,87.28571429
02-03-2018,16.125,79
03-03-2018,17.875,65.625
04-03-2018,18.75,66.375
05-03-2018,18.875,67
06-03-2018,18.375,64
07-03-2018,18.5,62.875
08-03-2018,19.875,63.875
09-03-2018,22,56.625
10-03-2018,20,63.875
11-03-2018,20.71428571,70
12-03-2018,20,68.875
13-03-2018,19,60.625
14-03-2018,19.625,61.25
15-03-2018,21.625,62.625
16-03-2018,23.125,58.5
17-03-2018,26.25,52.125
18-03-2018,24.85714286,53.42857143
19-03-2018,21.75,57.375
20-03-2018,21.5,55
21-03-2018,22.5,64.75
22-03-2018,25,59.5
23-03-2018,22.75,61.875
24-03-2018,22.375,73.125
25-03-2018,24.625,60.25
26-03-2018,25.125,58.875
27-03-2018,23.5,63.25
28-03-2018,24.42857143,67.57142857
29-03-2018,25.875,55.625
30-03-2018,24.125,46.75
31-03-2018,24.125,44.125
01-04-2018,24.875,45.75
02-04-2018,26.75,43.375
03-04-2018,25,48
04-04-2018,25.85714286,47.85714286
05-04-2018,27.375,44
06-04-2018,30.125,45.25
07-04-2018,27.25,47.625
08-04-2018,25.75,41.875
09-04-2018,25.75,35.25
10-04-2018,26.375,29.25
11-04-2018,28.14285714,29
12-04-2018,29.125,39.875
13-04-2018,26.875,40.375
14-04-2018,27.625,46.625
15-04-2018,29,48.125
16-04-2018,27.125,53.625
17-04-2018,26.375,49.625
18-04-2018,24.25,64.375
19-04-2018,25.625,57.875
20-04-2018,27,48
21-04-2018,28,33.125
22-04-2018,29.375,29.375
23-04-2018,29.125,37
24-04-2018,29.375,35.875
25-04-2018,30.625,34.375
26-04-2018,31.5,32
27-04-2018,30.625,30
28-04-2018,31.5,27.875
29-04-2018,32.125,28.875
30-04-2018,33.25,25.5
01-05-2018,34.875,22.5
02-05-2018,34.375,24.75
03-05-2018,31.75,33.375
04-05-2018,31.875,34.375
05-05-2018,29.75,53.25
06-05-2018,29.57142857,51.14285714
07-05-2018,31.75,48.625
08-05-2018,31.375,43
09-05-2018,30.5,39.625
10-05-2018,30,37.625
11-05-2018,29.625,40.375
12-05-2018,28,53.375
13-05-2018,25.25,65.75
14-05-2018,26.875,55.25
15-05-2018,29.5,39.875
16-05-2018,31.125,40.25
17-05-2018,29.875,47.625
18-05-2018,31.5,35.375
19-05-2018,32.375,29.5
20-05-2018,31.125,34
21-05-2018,33,32.5
22-05-2018,33.25,33.375
23-05-2018,34.625,32.75
24-05-2018,31.5,50.5
25-05-2018,31.5,43.25
26-05-2018,30.125,54.125
27-05-2018,31.875,49.75
28-05-2018,33.625,44.5
29-05-2018,35.25,40.125
30-05-2018,33.125,44.5
31-05-2018,34.625,39
01-06-2018,32.75,34.25
02-06-2018,32.75,41.375
03-06-2018,34.875,33.625
04-06-2018,35.25,33.125
05-06-2018,36.875,26.875
06-06-2018,37.5,27.625
07-06-2018,38.5,22.75
08-06-2018,37.625,26.25
09-06-2018,37.875,32.125
10-06-2018,37.25,20.875
11-06-2018,37.625,23.125
12-06-2018,32.875,39.25
13-06-2018,30.25,55.125
14-06-2018,30.5,66.875
15-06-2018,33.875,52
16-06-2018,36.375,41.375
17-06-2018,36.875,42.125
18-06-2018,33.875,58
19-06-2018,35.75,47.875
20-06-2018,38,36.125
21-06-2018,36.875,40.125
22-06-2018,34.5,46.75
23-06-2018,32.125,49.75
24-06-2018,33,46.25
25-06-2018,32.25,53.25
26-06-2018,32.5,60.375
27-06-2018,34.75,48.5
28-06-2018,34.875,49
29-06-2018,33,57.75
30-06-2018,32,67.75
01-07-2018,31.375,65.125
02-07-2018,29.5,71.375
03-07-2018,28.875,75.125
04-07-2018,31.38888889,69
05-07-2018,34.70588235,52.05882353
06-07-2018,30.625,61.125
07-07-2018,34,48.75
08-07-2018,35,39.5
09-07-2018,36,37.125
10-07-2018,36.125,38.75
11-07-2018,36.625,38.625
12-07-2018,35.875,51.375
13-07-2018,31.625,69.75
14-07-2018,32.375,67.875
15-07-2018,33.125,62.625
16-07-2018,32.625,63
17-07-2018,30.75,74.25
18-07-2018,27.25,83.875
19-07-2018,29.875,71
20-07-2018,30.875,68.875
21-07-2018,32.125,65.5
22-07-2018,31.625,69.75
23-07-2018,30.625,72.875
24-07-2018,30.5,63.625
25-07-2018,30.75,63.25
26-07-2018,32.5,61.5
27-07-2018,31.71428571,65.42857143
28-07-2018,30,75.75
29-07-2018,30.25,69.875
30-07-2018,31.875,65.75
31-07-2018,32.5,65.75
01-08-2018,33.25,59.5
02-08-2018,30.125,77.75
03-08-2018,31.5,66.25
04-08-2018,30.5,69.75
05-08-2018,29.75,77.5
06-08-2018,32.125,65
07-08-2018,31.125,65.375
08-08-2018,31,67.875
09-08-2018,29.23529412,80.47058824
10-08-2018,28.5,89.90625
11-08-2018,31.125,72.125
12-08-2018,32.125,57.5
13-08-2018,32.125,57.71428571
14-08-2018,30.375,57.5
15-08-2018,31.125,54.875
16-08-2018,30.42857143,59.85714286
17-08-2018,31.375,53.875
18-08-2018,31.875,56.625
19-08-2018,33,52.42857143
20-08-2018,33.25,47.125
21-08-2018,32.5,43
22-08-2018,33,47.125
23-08-2018,33.125,45.75
24-08-2018,33.125,46.25
25-08-2018,33.875,46.625
26-08-2018,34.125,40.25
27-08-2018,33.85714286,44.71428571
28-08-2018,29.625,67.75
29-08-2018,30.375,69.25
30-08-2018,28.625,78.125
31-08-2018,27.625,86.125
01-09-2018,29.42857143,65.85714286
02-09-2018,29.25,71
03-09-2018,28.625,77.875
04-09-2018,27.875,80.75
05-09-2018,26.5,85.75
06-09-2018,28.5,76.875
07-09-2018,31,67.625
08-09-2018,31.25,66.375
09-09-2018,31,70.125
10-09-2018,28.75,77.5
11-09-2018,26.57142857,85.71428571
12-09-2018,28.5,73
13-09-2018,29.375,68.25
14-09-2018,29.125,65.5
15-09-2018,29.625,63.125
16-09-2018,30.625,65.125
17-09-2018,30.625,61.875
18-09-2018,30.5,62.375
19-09-2018,31,56.625
20-09-2018,31.125,55.75
21-09-2018,30.5,54.875
22-09-2018,30.625,50
23-09-2018,31,47
24-09-2018,29.625,53
25-09-2018,30,52.5
26-09-2018,30,52.5
27-09-2018,30.5,46.875
28-09-2018,30.25,48.875
29-09-2018,30.5,48.75
30-09-2018,30.625,50.125
01-10-2018,30.42857143,52.85714286
02-10-2018,30.375,53.375
03-10-2018,30.5,52.625
04-10-2018,31,53.5
05-10-2018,30.625,56.125
06-10-2018,30.625,56.75
07-10-2018,31,59.375
08-10-2018,28.75,52.75
09-10-2018,27.625,49.875
10-10-2018,27.125,57.375
11-10-2018,25.71428571,57.14285714
12-10-2018,26,58.625
13-10-2018,27.625,59.75
14-10-2018,24.5,67.625
15-10-2018,24.5,68
16-10-2018,23,58.875
17-10-2018,25,47.66666667
18-10-2018,24,56.14285714
19-10-2018,23.75,57.75
20-10-2018,24.75,55.625
21-10-2018,25.625,56.125
22-10-2018,25.75,64.875
23-10-2018,25.25,66
24-10-2018,25.5,67.5
25-10-2018,25.25,67.125
26-10-2018,25.125,65.5
27-10-2018,24.875,62.875
28-10-2018,25.125,64.75
29-10-2018,24.75,65.75
30-10-2018,23.875,61.375
31-10-2018,23.375,58.25
01-11-2018,22.5,50.875
02-11-2018,22.875,49.125
03-11-2018,23.375,52.75
04-11-2018,23.625,56.625
05-11-2018,22.75,56.25
06-11-2018,23,56.25
07-11-2018,24,66.125
08-11-2018,23.875,66.25
09-11-2018,24.125,56.375
10-11-2018,21.375,52.125
11-11-2018,19.25,55.125
12-11-2018,19.625,52
13-11-2018,18.5,50.5
14-11-2018,18.375,43
15-11-2018,18.625,44.75
16-11-2018,18.25,47.625
17-11-2018,17.75,51.75
18-11-2018,17.625,53
19-11-2018,17.5,58.125
20-11-2018,20.375,54.625
21-11-2018,18.25,62.125
22-11-2018,19.875,58.875
23-11-2018,17.125,57.375
24-11-2018,16.875,52.25
25-11-2018,16.5,51.5
26-11-2018,19.625,51
27-11-2018,18.125,63.875
28-11-2018,19.375,67.375
29-11-2018,20.25,67.625
30-11-2018,19.75,54.75
01-12-2018,20,42.625
02-12-2018,21.375,47.625
03-12-2018,25,66.57142857
04-12-2018,21.25,68.875
05-12-2018,17.75,59.875
06-12-2018,18.25,48.875
07-12-2018,17.25,48.375
08-12-2018,17,49.875
09-12-2018,15.28571429,67.57142857
10-12-2018,21.5,65.5
11-12-2018,19.625,70.5
12-12-2018,17.5,65.625
13-12-2018,16,71.875
14-12-2018,16.875,86.625
15-12-2018,16.625,75.75
16-12-2018,17.75,72.375
17-12-2018,12.875,72.125
18-12-2018,11.75,79.75
19-12-2018,11.75,81.75
20-12-2018,11.25,77
21-12-2018,9.5,79.125
22-12-2018,9.375,85
23-12-2018,9.625,78.625
24-12-2018,9.875,83
25-12-2018,9.25,81.125
26-12-2018,10.75,77
27-12-2018,10.375,69
28-12-2018,9,86
29-12-2018,11.125,72.625
30-12-2018,11.625,70.625
31-12-2018,12.375,67.125
01-01-2019,14.75,72
02-01-2019,14.875,96.625
03-01-2019,15.125,92
04-01-2019,14.125,78.75
05-01-2019,14,69.375
06-01-2019,12,79.875
07-01-2019,9.625,86
08-01-2019,10,87.875
09-01-2019,10.625,80.625
10-01-2019,11.125,73.125
11-01-2019,11,80.75
12-01-2019,10.625,79.5
13-01-2019,12.25,77.875
14-01-2019,12,82.25
15-01-2019,12.375,79.125
16-01-2019,13,78.125
17-01-2019,13.5,76.625
18-01-2019,13,73.875
19-01-2019,13.75,78
20-01-2019,13.375,74.375
21-01-2019,13.25,73.375
22-01-2019,12.625,94.125
23-01-2019,14.625,85
24-01-2019,12.375,86.25
25-01-2019,13.25,77.75
26-01-2019,13.75,88.125
27-01-2019,13.25,74.25
28-01-2019,11.71428571,67
29-01-2019,11.5,67.5
30-01-2019,12.75,56.125
31-01-2019,13.75,57.625
01-02-2019,15,65.25
02-02-2019,17.375,63.875
03-02-2019,16.75,71.25
04-02-2019,14.625,81.125
05-02-2019,14.625,62.875
06-02-2019,15.125,62.625
07-02-2019,15.875,67.625
08-02-2019,16.625,63.875
09-02-2019,16.875,63.5
10-02-2019,15.75,64
11-02-2019,16,66.625
12-02-2019,15.5,69.625
13-02-2019,17.25,59
14-02-2019,19.375,63.125
15-02-2019,18.875,70.125
16-02-2019,20.625,71.25
17-02-2019,21.14285714,72.57142857
18-02-2019,21.25,72.875
19-02-2019,22.75,73.5
20-02-2019,22.75,67.125
21-02-2019,21.875,63.5
22-02-2019,22.14285714,58.85714286
23-02-2019,21.5,74.375
24-02-2019,22.875,72.375
25-02-2019,23.125,58.625
26-02-2019,20,34.375
27-02-2019,19.25,43.125
28-02-2019,21.25,45.5
01-03-2019,17.375,92.75
02-03-2019,17.5,89.875
03-03-2019,16.25,82.5
04-03-2019,16.75,69.25
05-03-2019,18.75,64
06-03-2019,20,62.375
07-03-2019,18.375,80.375
08-03-2019,19.5,74.125
09-03-2019,18.125,54.25
10-03-2019,17.75,68.5
11-03-2019,18.25,69.875
12-03-2019,20.5,63.375
13-03-2019,21.375,65.25
14-03-2019,21.5,64.625
15-03-2019,17.625,89.125
16-03-2019,19.85714286,81.85714286
17-03-2019,20.875,70.375
18-03-2019,20.25,69.625
19-03-2019,21.125,66
20-03-2019,22.5,65.75
21-03-2019,24.875,60.5
22-03-2019,25.125,64
23-03-2019,24.75,65.75
24-03-2019,25.75,65.5
25-03-2019,26.625,65.625
26-03-2019,28.5,54.375
27-03-2019,27.375,51.375
28-03-2019,27,53.625
29-03-2019,25,52.75
30-03-2019,23.5,66.25
31-03-2019,25.25,64.875
01-04-2019,26.42857143,59.71428571
02-04-2019,28.71428571,45.28571429
03-04-2019,24.5,71.125
04-04-2019,21,77.5
05-04-2019,23.57142857,67.71428571
06-04-2019,25,60.125
07-04-2019,23.75,62.125
08-04-2019,25.625,50.375
09-04-2019,26,52.875
10-04-2019,27.125,52.25
11-04-2019,28.25,44.875
12-04-2019,24.375,63
13-04-2019,24.75,70.875
14-04-2019,26.25,62.75
15-04-2019,27.625,59.25
16-04-2019,25.25,58.25
17-04-2019,28.125,48.75
18-04-2019,30.125,44.5
19-04-2019,32.125,41
20-04-2019,32.875,37.875
21-04-2019,31.75,28.5
22-04-2019,30.75,30.25
23-04-2019,30.75,33
24-04-2019,31.125,39.5
25-04-2019,30.5,43.125
26-04-2019,28.75,51.125
27-04-2019,30.125,53
28-04-2019,31,48.25
29-04-2019,31.25,47.25
30-04-2019,32.625,44.75
01-05-2019,31.25,43.5
02-05-2019,30.125,40.25
03-05-2019,31,39.25
04-05-2019,30.875,39.25
05-05-2019,32.125,31.125
06-05-2019,34.125,22
07-05-2019,35.42857143,13.42857143
08-05-2019,34.125,22.375
09-05-2019,35.125,27
10-05-2019,35.125,25
11-05-2019,34,32.625
12-05-2019,33.125,46
13-05-2019,27.75,61
14-05-2019,29.625,49.625
15-05-2019,28.5,52.125
16-05-2019,30,51.625
17-05-2019,33.25,40.375
18-05-2019,35.375,35.75
19-05-2019,31.5,44
20-05-2019,33.125,31.625
21-05-2019,35.625,24.625
22-05-2019,36.25,19.5
23-05-2019,37.375,21.75
24-05-2019,36,29.25
25-05-2019,37.75,22.25
26-05-2019,35.25,26.625
27-05-2019,33.75,20.5
28-05-2019,34.75,29.5
29-05-2019,35.125,27.25
30-05-2019,32.25,38.75
31-05-2019,34.25,25
01-06-2019,29.375,41.75
02-06-2019,31.625,39.25
03-06-2019,28.625,50.5
04-06-2019,31.875,48.375
05-06-2019,32.625,39.875
06-06-2019,33.375,39.75
07-06-2019,35,36.25
08-06-2019,36.5,33
09-06-2019,37.625,23.875
10-06-2019,36.625,32.28571429
11-06-2019,35.625,34.75
12-06-2019,35.875,34.625
13-06-2019,31.125,48.125
14-06-2019,27,77.625
15-06-2019,31,60.75
16-06-2019,32.375,52.125
17-06-2019,33.875,49.75
18-06-2019,35.125,45.125
19-06-2019,35.875,46.75
20-06-2019,33.125,48.5
21-06-2019,30.375,63.625
22-06-2019,32.125,59.5
23-06-2019,31.5,61.625
24-06-2019,37.25,63.875
25-06-2019,26.625,82.75
26-06-2019,31.125,54.25
27-06-2019,32.625,48.25
28-06-2019,34.25,47.5
29-06-2019,31.125,56.625
30-06-2019,30.875,58.625
01-07-2019,32,53.25
02-07-2019,33.75,45.875
